id,gender,masterCategory,subCategory,baseColour,usage,productDisplayName,price,sale_price,discount_rate,S_stock,M_stock,L_stock,XL_stock,season
k106.jpg,Adult Female,Apparel,Bottomwear,Multi-Color,Smart/Casual,Pleated Plaid Midi Skirt,1.100TL,880TL,20%,In Stock,In Stock,In Stock,Low Stock,Autumn/Winter
k107.jpg,Adult Female,Apparel,Bottomwear,Black,Smart/Formal,High Waisted Tapered Pants,1.550TL,1.240TL,20%,In Stock,In Stock,In Stock,In Stock,4 Seasons
k108.jpg,Adult Female,Apparel,Topwear,White,Smart/Casual,Short Sleeve Lace Detail Blouse,980TL,980TL,0%,In Stock,Low Stock,In Stock,Low Stock,Spring/Summer
k109.jpg,Adult Female,Apparel,Topwear,Navy Blue,Smart/Casual,Mock Neck Basic Ribbed T-Shirt,650TL,455TL,30%,In Stock,In Stock,In Stock,In Stock,Spring/Winter
k110.jpg,Adult Female,Apparel,Bottomwear,Brown,Smart/Formal,High Waisted Straight Leg Trousers,1.650TL,1.320TL,20%,Low Stock,Low Stock,Out of Stock,In Stock,Autumn/Winter
k111.jpg,Adult Female,Apparel,Bottomwear,Powder Blue,Casual/Vintage,High Waisted Pleated Midi Skirt,1.100TL,880TL,20%,In Stock,In Stock,Low Stock,In Stock,Spring/Summer
k112.jpg,Adult Female,Apparel,Bottomwear,Rustic Orange,Casual/Vintage,Wide Leg Corduroy Pants,1.350TL,1.350TL,0%,Low Stock,Out of Stock,Low Stock,Out of Stock,Autumn/Winter
k113.jpg,Adult Female,Apparel,Topwear,Distressed Black,Casual/Vintage,Single Pocket Silk Blend Shirt,1.500TL,1.050TL,30%,Out of Stock,Out of Stock,Out of Stock,Out of Stock,4 Seasons
k114.jpg,Adult Female,Apparel,Topwear,Cream/Multi-Color,Casual/Vintage,Floral Printed Peter Pan Collar Blouse,1.200TL,960TL,20%,In Stock,In Stock,Low Stock,In Stock,Spring/Autumn
k115.jpg,Adult Female,Apparel,Bottomwear,Camel,Casual/Vintage,Pleated and Belted Tapered Trousers,1.300TL,1.300TL,0%,In Stock,Low Stock,In Stock,In Stock,Autumn/Winter
k116.jpg,Adult Female,Apparel,Bottomwear,Dark Green/Red,Casual/Vintage,Plaid Faux-Wrap Mini Skirt,950TL,760TL,20%,In Stock,In Stock,In Stock,Low Stock,Autumn/Winter
k117.jpg,Adult Female,Apparel,Bottomwear,Medium Blue,Casual/Vintage,Patched and Distressed Flared Jeans,1.600TL,1.280TL,20%,In Stock,In Stock,In Stock,In Stock,4 Seasons
k118.jpg,Adult Female,Apparel,Topwear,White/Green,Casual/Vintage,Striped T-Shirt with Contrast Collar,650TL,520TL,20%,Low Stock,In Stock,In Stock,Low Stock,Spring/Summer
k119.jpg,Adult Female,Apparel,Topwear,Mustard Yellow,Casual/Vintage,Floral Embroidered Short Sleeve Knit Cardigan,1.400TL,1.400TL,0%,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Autumn/Spring
k120.jpg,Adult Female,Apparel,Topwear,Distressed Grey,Casual/Vintage,"""Moto-Tour '78"" Printed Retro T-Shirt",700TL,490TL,30%,Low Stock,Low Stock,Out of Stock,Out of Stock,Spring/Summer
k121.jpg,Young Female,Apparel,Topwear,Powder Pink,Casual,Short Sleeve Powder Pink Casual Shirt,650TL,520TL,20%,Out of Stock,Low Stock,In Stock,Out of Stock,Summer
k122.jpg,Young Female,Apparel,Topwear,Cream,Casual,Crew Neck Cream Basic T-Shirt,350TL,350TL,0%,Low Stock,Out of Stock,Low Stock,In Stock,Summer
k123.jpg,Young Female,Apparel,Bottomwear,Blue,Casual,Button-Detail Mini Denim Skirt,750TL,600TL,20%,Low Stock,In Stock,Out of Stock,Low Stock,Spring/Autumn
k124.jpg,Young Female,Apparel,Topwear,Mustard,Casual,Striped Mustard Yellow Casual Shirt,680TL,680TL,0%,Out of Stock,In Stock,In Stock,Low Stock,Spring/Autumn
k125.jpg,Young Female,Apparel,Bottomwear,Khaki,Casual,Khaki Casual Canvas Trousers,850TL,680TL,20%,Low Stock,In Stock,Low Stock,Out of Stock,Spring/Autumn
k126.jpg,Young Female,Apparel,Topwear,Terracotta,Casual,Sun Printed Terracotta T-Shirt,380TL,304TL,20%,In Stock,Out of Stock,Low Stock,Low Stock,Summer
k127.jpg,Young Female,Apparel,Bottomwear,Dark Blue,Casual,High-Waisted Casual Denim Jeans,920TL,920TL,0%,Out of Stock,Out of Stock,Low Stock,Low Stock,Spring/Autumn
k128.jpg,Young Female,Apparel,Dress,Blue/Yellow,Casual,Floral Pattern Strappy Casual Dress,980TL,784TL,20%,Out of Stock,Out of Stock,Out of Stock,In Stock,Summer
k129.jpg,Young Female,Apparel,Bottomwear,Black,Casual,Black Pleated Casual Midi Skirt,720TL,720TL,0%,In Stock,Low Stock,In Stock,Out of Stock,Spring/Autumn
k130.jpg,Young Female,Apparel,Outerwear,Light Blue,Casual,Light Blue Casual Denim Jacket,1.450TL,1.160TL,20%,Out of Stock,In Stock,Low Stock,In Stock,Winter
k131.jpg,Young Female,Apparel,Topwear,White,Formal/Classic,Classic White Poplin Shirt,750TL,750TL,0%,In Stock,In Stock,Low Stock,Out of Stock,All Season
k132.jpg,Young Female,Apparel,Bottomwear,Navy Blue,Formal/Classic,Navy Blue Pencil Skirt with Slit,900TL,720TL,20%,In Stock,Low Stock,Out of Stock,In Stock,All Season
k133.jpg,Young Female,Apparel,Outerwear,Grey,Classic,Classic Fit Grey Tweed Blazer Jacket,1.800TL,1.800TL,0%,In Stock,In Stock,In Stock,Low Stock,Autumn/Winter
k134.jpg,Young Female,Apparel,Topwear,Green,Formal/Classic,Emerald Green Satin Blouse with Tie Detail,850TL,595TL,30%,Low Stock,In Stock,In Stock,Out of Stock,All Season
k135.jpg,Young Female,Apparel,One-Piece,Burgundy,Formal/Classic,Burgundy Classic Dress with Belt and 3/4 Sleeves,1.400TL,1.400TL,0%,In Stock,Low Stock,In Stock,In Stock,Autumn/Winter
k136.jpg,Young Female,Apparel,Bottomwear,Tan,Classic,High-Waisted Tan Tailored Trousers,1.100TL,880TL,20%,In Stock,In Stock,Low Stock,In Stock,All Season
k137.jpg,Young Female,Apparel,Topwear,Navy-White,Classic,Crew Neck Striped Classic T-Shirt,450TL,450TL,0%,In Stock,In Stock,In Stock,In Stock,Spring/Summer
k138.jpg,Young Female,Apparel,Bottomwear,Black,Minimal/Classic,Elastic Waist Black Pleated Midi Skirt,950TL,855TL,10%,Low Stock,Out of Stock,In Stock,Low Stock,All Season
k139.jpg,Young Female,Apparel,Bottomwear,Dark Blue,Classic,Straight Fit Dark Wash Jeans,1.200TL,1.200TL,0%,In Stock,In Stock,In Stock,Out of Stock,All Season
k140.jpg,Young Female,Apparel,Outerwear,Beige,Classic,Double-Breasted Classic Beige Trench Coat,2.500TL,2.000TL,20%,In Stock,Low Stock,In Stock,In Stock,Spring/Autumn
k141.jpg,Young Female,Apparel,Topwear,White,Minimalist,White Mandarin Collar Minimalist Shirt,820TL,656TL,20%,Low Stock,Low Stock,Out of Stock,Low Stock,Spring/Autumn
k142.jpg,Young Female,Apparel,Bottomwear,Beige,Minimalist,Tie-Detail Beige Minimalist Skirt,850TL,850TL,0%,In Stock,In Stock,Out of Stock,Low Stock,Spring/Autumn
k143.jpg,Young Female,Apparel,Outerwear,Grey,Minimalist,Melange Grey Minimalist Blazer,1.650TL,1.320TL,20%,In Stock,In Stock,In Stock,Out of Stock,Winter
k144.jpg,Young Female,Apparel,Topwear,Mink,Minimalist,Mink Minimalist Silk Blouse,880TL,880TL,0%,Out of Stock,In Stock,In Stock,In Stock,Spring/Autumn
k145.jpg,Young Female,Apparel,Dress,Damson,Minimalist,Double-Breasted Damson Minimalist Dress,1.200TL,960TL,20%,Out of Stock,In Stock,Low Stock,Out of Stock,Summer
k146.jpg,Young Female,Apparel,Bottomwear,Navy Blue,Minimalist,High-Waisted Navy Blue Minimalist Trousers,1.050TL,735TL,30%,Low Stock,In Stock,In Stock,In Stock,Spring/Autumn
k147.jpg,Young Female,Apparel,Topwear,Ecru,Minimalist,Crew Neck Ecru Minimalist Sweatshirt,750TL,600TL,20%,Low Stock,In Stock,Low Stock,Out of Stock,Spring/Autumn
k148.jpg,Young Female,Apparel,Bottomwear,Black,Minimalist,Pleated Black Minimalist Midi Skirt,720TL,576TL,20%,Out of Stock,Low Stock,In Stock,Out of Stock,Spring/Autumn
k149.jpg,Young Female,Apparel,Bottomwear,Dark Blue,Minimalist,Straight Cut Minimalist Denim Jeans,950TL,950TL,0%,Low Stock,In Stock,In Stock,Low Stock,Spring/Autumn
k150.jpg,Young Female,Apparel,Outerwear,Black,Minimalist,Black Minimalist Denim Jacket,1.400TL,1.120TL,20%,In Stock,In Stock,Out of Stock,Low Stock,Winter
k151.jpg,Young Female,Apparel,Outerwear,White,Sporty,Classic Fit White Denim Jacket,1.450TL,1.450TL,0%,In Stock,In Stock,Low Stock,Out of Stock,Spring/Summer
k152.jpg,Young Female,Apparel,Bottomwear,Black,Formal/Elegant,Black Pencil Skirt with Asymmetric Slit,950TL,760TL,20%,In Stock,Low Stock,Out of Stock,In Stock,All Season
k153.jpg,Young Female,Apparel,Outerwear,Grey,Sporty,Zippered Grey Melange Hooded Sweatshirt,850TL,850TL,0%,In Stock,In Stock,In Stock,Low Stock,Autumn/Winter
k154.jpg,Young Female,Apparel,Topwear,Blue,Sporty,Blue Poplin Shirt with Roll-Up Sleeves,800TL,640TL,20%,Low Stock,In Stock,In Stock,Out of Stock,All Season
k155.jpg,Young Female,Apparel,One-Piece,Navy Blue,Sporty,Navy Blue High-Neck Dress with Red Side Stripes,1.250TL,875TL,30%,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Spring/Autumn
k156.jpg,Young Female,Apparel,Bottomwear,Tan,Sporty,Elastic Cuff Tan Cargo Trousers,1.150TL,1.150TL,0%,In Stock,In Stock,Low Stock,In Stock,All Season
k157.jpg,Young Female,Apparel,Topwear,Navy-White,Sporty,Crew Neck Striped Classic T-Shirt,450TL,450TL,0%,In Stock,In Stock,In Stock,In Stock,Spring/Summer
k158.jpg,Young Female,Apparel,Bottomwear,Burgundy,Sporty,Elastic Waist Burgundy Pleated Midi Skirt,950TL,855TL,10%,Low Stock,Out of Stock,In Stock,Low Stock,All Season
k159.jpg,Young Female,Apparel,Bottomwear,Green,Sporty,Front Pintuck Smart Kaki/Green Trousers,1.100TL,1.100TL,0%,In Stock,In Stock,In Stock,Out of Stock,All Season
k160.jpg,Young Female,Apparel,Outerwear,Khaki,Sporty,Khaki Bomber Jacket with Zippered Sleeve Pocket,1.750TL,1.400TL,20%,In Stock,Low Stock,In Stock,In Stock,Autumn/Winter
k161.jpg,Young Female,Apparel,Topwear,White,Elegant/Formal,Classic Cut White Elegant Poplin Shirt,950TL,760TL,20%,In Stock,In Stock,Low Stock,Low Stock,Spring/Autumn
k162.jpg,Young Female,Apparel,Bottomwear,Black,Elegant/Special,Black Pleated Elegant Chiffon Skirt,1.200TL,1.200TL,0%,In Stock,Low Stock,Out of Stock,Low Stock,Spring/Autumn
k163.jpg,Young Female,Apparel,Dress,Green,Elegant/Party,Emerald Green Double-Breasted Elegant Dress,1.850TL,1.480TL,20%,Out of Stock,Low Stock,In Stock,In Stock,Summer
k164.jpg,Young Female,Apparel,Bottomwear,Navy Blue,Elegant/Office,High-Waisted Navy Blue Elegant Flare Pants,1.350TL,1.350TL,0%,Out of Stock,Low Stock,Out of Stock,Out of Stock,Spring/Autumn
k165.jpg,Young Female,Apparel,Outerwear,Grey,Elegant/Formal,Melange Grey Elegant Blazer Jacket,2.200TL,1.760TL,20%,In Stock,In Stock,Out of Stock,Low Stock,Winter
k166.jpg,Young Female,Apparel,Topwear,Powder Pink,Elegant/Special,Tie-Neck Powder Pink Chiffon Shirt,1.100TL,880TL,20%,In Stock,In Stock,In Stock,Low Stock,Spring/Autumn
k167.jpg,Young Female,Apparel,Bottomwear,Yellow,Elegant/Casual,Button-Detail Mustard Yellow Elegant Skirt,980TL,980TL,0%,Low Stock,In Stock,In Stock,Low Stock,Spring/Autumn
k168.jpg,Young Female,Apparel,Dress,Black,Elegant/Night,Slip-On Black Satin Elegant Dress,1.600TL,1.280TL,20%,Low Stock,Out of Stock,Out of Stock,Low Stock,Summer
k169.jpg,Young Female,Apparel,Bottomwear,Beige,Elegant/Office,Straight Cut Beige Elegant Trousers,1.250TL,1.000TL,20%,In Stock,In Stock,Out of Stock,Out of Stock,Spring/Autumn
k170.jpg,Young Female,Apparel,Outerwear,Burgundy,Elegant/Formal,Cropped Burgundy Elegant Tweed Jacket,2.400TL,1.920TL,20%,Low Stock,Out of Stock,Low Stock,Low Stock,Winter
k171.jpg,Young Female,Apparel,Topwear,Orange/Brown,Vintage,70s Floral Pattern Vintage Shirt,950TL,760TL,20%,Out of Stock,Out of Stock,In Stock,In Stock,Spring/Autumn
k172.jpg,Young Female,Apparel,Bottomwear,Dark Green,Vintage,High-Waisted Flared Vintage Skirt,1.100TL,1.100TL,0%,In Stock,In Stock,In Stock,In Stock,Spring/Autumn
k173.jpg,Young Female,Apparel,Dress,Burgundy,Vintage,Sweetheart Neck Retro Princess Cut Dress,1.450TL,1.160TL,20%,Out of Stock,In Stock,Low Stock,Out of Stock,Summer
k174.jpg,Young Female,Apparel,Bottomwear,Tan,Vintage,Corduroy Flare Vintage Trousers,1.250TL,1.250TL,0%,Low Stock,Out of Stock,Low Stock,In Stock,Spring/Autumn
k175.jpg,Young Female,Apparel,Outerwear,Blue Plaid,Vintage,Wool Blend Plaid Vintage Jacket,1.850TL,1.480TL,20%,Out of Stock,Low Stock,Out of Stock,Low Stock,Winter
k176.jpg,Young Female,Apparel,Topwear,Green/Yellow,Vintage,Geometric Pattern Retro Shirt,920TL,736TL,20%,Low Stock,Out of Stock,In Stock,Low Stock,Spring/Autumn
k177.jpg,Young Female,Apparel,Bottomwear,Blue,Vintage,Button-Front Vintage Denim Skirt,880TL,880TL,0%,In Stock,In Stock,Out of Stock,In Stock,Spring/Autumn
k178.jpg,Young Female,Apparel,Topwear,Ecru/Red,Vintage,Retro Sunshine Printed Ringer T-Shirt,480TL,384TL,20%,Out of Stock,In Stock,Out of Stock,Out of Stock,Summer
k179.jpg,Young Female,Apparel,Bottomwear,Light Blue,Vintage,High-Waisted Mom Fit Retro Jeans,1.050TL,840TL,20%,In Stock,In Stock,In Stock,In Stock,Spring/Autumn
k180.jpg,Young Female,Apparel,Outerwear,Distressed Brown,Vintage,Oversized Distressed Leather Bomber Jacket,2.450TL,1.960TL,20%,Out of Stock,In Stock,Out of Stock,In Stock,Winter
